Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-24-1464-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
SIAE	-0.71654894	0.605022301	1.403713554	-1.532270443	-0.799918995	-0.511625112	-0.125852328	0.487675036	0.30008559	-0.358384604	1.913341406	1.352235139	-0.416248239	0.074578465	-0.779890694	-1.797272654	0.470603663	-0.44732739	0.125314137	0.126564475	0.963276821	-0.818382273	-0.104538434	-0.521932381	1.898155852	0.402130276	2.084306391	-0.612559893	0.244230985	1.694957788	0.842363607	0.937394453	-0.160566277	1.768849411	0.230823253	1.089828314	1.876051136	0.088005418	0.385635832	1.560957007	-0.53293605	-0.125852328	1.164551187	-0.497458653	0.177759246	-0.277802885	-0.883634244	-0.434643806	-0.107196494	1.402738147	-0.925734783	0.805676318	-0.564089992	0.206415841	-0.877376273	0.057029084	0.21085589	-0.155615892	0.284353467	-1.124498581	0.14737906	-0.353286202	0.493088079	0.53789365	1.846025311	2.064225801	1.099924653	-0.875373335	-0.504014375	-0.776125583	-0.254600214	-0.117154231	-0.598486513	1.108083939	0.190584438	-2.302487404	0.4554794	0.906248352	0.390636399	-0.440939901	-1.236115594	-1.442173867	-0.539006156	0.388663132	-0.568208435	0.592227705	0.769950605	0.189090005	-1.140061958	-0.88804094	-0.307745226	0.085639081	-1.547998999	-1.889246638	-3.270730594	0.677392535	1.200489067	-1.000824381	0.255543528	-0.838554734	-1.374970338	-0.693011611	-1.493024086	1.074472615	2.3056221	-0.548726331	-0.768811842	-0.510232743	-0.849618577	-1.977332698	-0.767085994	0.005532735	0.33131743	0.339079179	-0.284526883	-0.243566107	1.308498567	0.155347086	0.02227336
HSPB1	0.167127925	-0.530146768	0.539653687	0.990771396	1.226689388	0.668836048	0.090983496	0.321756404	1.221708053	-0.165338877	-1.23912005	0.256221053	-0.492558263	1.02846368	-0.078425937	2.426487599	-0.251548279	-1.581929483	1.273357657	0.674895995	0.586532543	-0.540973633	-0.086353297	0.474623686	0.216210892	-0.190434958	2.269908662	0.428581435	0.850611016	0.13166496	-1.049031307	-0.967723995	0.409989408	0.981366947	-0.906801587	-0.453225108	-2.180178138	-1.116051094	0.783025969	0.531060114	0.978912514	0.090983496	1.057675373	0.894356175	1.372031318	1.316294752	1.528678995	-1.012440541	0.051735863	-1.307581151	-0.740101578	-0.325385077	0.39136849	-1.187853419	2.659827069	-0.278404653	0.820802394	-0.650847082	-0.822595644	-0.007054435	0.807142648	-1.220053128	1.039082309	0.815338815	-0.82409121	0.522211323	-0.127984789	-1.188180325	-0.373401184	-0.215835813	0.215443801	-0.145406961	0.116251361	-0.11240718	0.262566225	-0.850316062	0.036066831	-1.536681788	1.566777581	-0.641965245	-1.274906444	-0.047301227	2.171377924	-0.579263186	1.08534787	-0.712872316	-1.354094871	-0.626702335	-0.954863312	-1.00601132	-1.590388271	-0.890799994	-0.922963082	-0.588441322	0.120709173	-0.041743327	-0.907420889	0.011394204	-0.252735379	0.628297908	-1.994339125	-0.601060346	-0.484734057	0.466954505	-1.641578061	0.337818678	0.520869769	-2.222937816	1.212270996	-2.135906707	0.522650774	0.117583298	1.609717467	-0.811662065	0.104454827	0.503244858	1.080063792	-0.69900754	0.471248204
CD2AP	-0.34967743	-0.503568909	0.324580427	-0.058426809	-1.089559972	0.55030381	0.051388775	1.042522445	1.499693267	0.80616104	0.691202067	-0.559700554	-1.156150345	-0.185805729	-0.365877368	0.611645303	-0.162589944	0.282688856	-1.507676638	0.368305141	0.960549115	0.447425836	0.037304655	1.218400855	1.156325209	-1.473710557	2.154509387	-0.390201325	-0.820128656	1.239854606	1.338347241	-0.501362703	2.026199878	1.181545327	0.010941861	1.041053606	0.430040782	-1.937117628	-0.031769616	-0.427144453	-0.130673561	0.051388775	-0.225344897	-0.875160355	0.806877115	0.427095227	-0.830583052	-1.160054877	0.375625504	-0.3752697	0.947989665	-0.611888489	0.779442906	1.632482439	-2.888490137	1.904665553	-0.794400912	0.419806695	1.556920339	-0.01843055	0.5053635	-1.938805933	0.521988219	-0.061708597	-0.262993115	-2.047127547	0.353901888	-0.021756565	-0.138820413	-0.198707578	-1.77932145	0.104029182	-0.126723288	-0.262926288	0.698289547	-0.649793463	-0.710618927	1.316224853	-0.46272557	0.883319888	0.549137107	-1.545581913	-0.153855047	-0.826070592	-0.433379429	-0.417744494	2.458180118	-0.460944985	0.611013757	-0.169235848	-0.732013411	0.251291369	1.61893187	0.848560754	0.141141245	-0.416771498	-0.468512725	-0.92999039	-0.170258189	-0.974942133	0.761034474	-1.500559547	-1.457970623	-0.658904442	1.629546139	0.433935573	-0.442488693	-0.437307906	-0.234826845	1.288631648	-0.478822501	1.270269316	-0.188693989	0.074054274	1.559822162	-0.875075433	-0.133809483	-1.837535006	-2.374205288
CAP1	-0.65055189	-0.57217905	0.572291643	0.835572082	0.637395709	2.155461506	0.119126038	-0.68710741	-0.686732598	0.339370386	-0.418654739	-0.632342295	-0.335181152	-0.127644198	1.023491097	-1.539915042	-0.014864789	-0.665122254	-0.993999497	-0.349765538	-0.17526193	0.498366534	-0.473574654	0.277759394	-0.20633969	-0.087672954	-1.648956895	0.097401	0.468183535	-0.413555428	2.571215111	1.169124317	0.651989644	-0.197237945	-0.309211576	4.90819562	-1.519419417	-0.637658244	-0.51740598	-1.986972267	-0.235884114	0.119126038	0.421631015	0.288160541	0.610099439	-1.139271946	0.189226749	-0.337847871	-0.132063449	0.346331935	-0.279392227	0.123730425	4.073287335	0.312516364	0.563891749	0.204500565	-0.747110143	0.803599912	0.672897403	0.715307152	-0.196446356	-0.08216533	-0.014988383	0.678587774	-0.256704598	0.804540871	-0.249447227	0.011760931	0.159445211	-0.06975303	-0.25110251	0.053593528	-0.161982546	-0.031971869	0.123403694	-0.260095926	0.828656476	-0.297510895	-0.109741045	0.289660286	-1.879657649	0.0000321	0.251921262	1.022317974	-1.106038127	-1.504435284	-0.124770939	-0.173200067	-0.878650197	0.534506964	-1.499018827	0.205897821	0.290611065	-0.384925558	-0.570471392	-0.705431898	-0.015195712	-1.185949408	-1.373973391	-1.533743134	0.103626684	-0.688989544	0.699194301	0.082084077	-0.141531619	-1.338983629	0.939379015	1.75057094	-1.150011208	0.085397578	1.913809162	-0.017804889	0.365339182	-0.507843136	0.610602936	-0.717191827	-0.17669283	-1.546027226	0.747544443
YARS	-0.398294318	-0.699692302	1.239839111	-1.484113294	0.209966267	2.794306903	0.650289143	-0.807935965	-0.312008922	1.812297062	0.273974739	-0.061471934	-0.619056701	-0.216583687	0.819955475	-0.617341517	0.07580122	-0.041083475	-1.055891594	-0.846639529	-0.759182599	-0.133779825	0.308037662	0.070226028	-1.283082786	0.419328974	-1.434004683	-0.076290846	0.529034317	-0.942858641	-0.17599376	-1.106751772	-0.483272997	1.217197719	0.370422401	-1.194505258	-0.333083903	0.257413995	-2.14145783	-0.512176743	0.359504999	0.650289143	1.012657595	-0.512710974	0.761508934	0.907939288	-2.608776386	1.301823287	0.835029909	1.248321595	0.510565145	0.504138776	-0.040779512	2.314500321	-0.671626876	0.078612083	1.496831235	-0.56366657	0.087057137	-0.344001654	0.900924932	0.412555441	-0.008606442	1.865715306	0.093717835	-0.000511137	0.090130002	-0.577834815	0.146216708	-0.907594425	0.292646752	-0.683861577	0.169782025	-0.980776558	-0.438228947	0.871051316	1.382306385	0.450593624	-0.522055447	-0.034524121	-0.934133887	-0.451847051	-1.375035123	-1.380975707	-0.672040149	0.706665043	-0.40557891	0.891575705	-1.237931764	0.31706133	-0.717044103	-1.071954898	-0.671067131	-0.09200773	0.222801652	0.711869717	1.185993495	-0.221752137	0.929085976	-1.173571959	-0.217600594	-1.284470786	0.062215821	-0.251636399	-1.16962338	-1.229990706	2.029771829	3.878254504	-1.307429595	0.106736013	1.245448746	0.60706934	0.380959134	1.026842086	1.215924781	-0.295100481	-0.211726351	-1.341726777	-1.288567464
CPNE3	0.298093286	1.014773044	0.238948856	0.595976864	-0.404033286	1.177908476	-0.963854271	0.107758533	1.566723624	-0.013805541	-1.528638526	0.061822714	1.758437126	1.097827971	-0.576185236	0.808333587	2.00269584	-1.53934263	-0.157094465	1.947728876	-0.093289613	-0.855306083	0.875447881	-0.236610375	0.146846143	-0.543292893	-0.357834676	0.45488078	1.303651584	1.581621747	-0.625288718	-0.082212747	0.72201313	0.682327244	-0.839800139	-0.395260829	-1.224868222	0.786437728	1.238308547	-1.356492744	0.517665968	-0.963854271	0.614270767	-0.042396712	-0.591201864	-1.211491281	-0.409821413	-0.038215884	0.9868253	1.604935152	-1.008583679	-0.442653149	0.80086177	1.504837426	-0.143544516	-1.993178184	0.137379095	0.264202111	-0.550253869	0.413474992	-0.07546428	0.169189948	0.347641002	1.256675158	0.65813967	-0.415875759	0.091110592	0.775041013	0.134396372	-0.784158926	-0.245294529	1.402322552	-1.081387325	0.082471288	-0.552181717	-0.202021267	-0.436742718	0.591836475	0.499644255	0.21092054	-2.933651638	-0.080256583	0.210748564	-0.384366361	-0.339005682	-0.088284936	-0.231651113	-0.332418189	0.486379536	-0.323989635	-0.150140097	-1.00335699	0.980359115	-0.63382355	-1.801715717	1.858945273	0.509277104	-1.83275493	-0.504560931	-1.308565358	-0.663911124	-1.029415942	-0.238528402	1.147461453	-0.510667629	-0.367247648	-0.410021478	0.888538806	-0.582314964	-0.782112497	1.071639279	0.227598864	-0.686828792	-0.918772707	-0.644281977	-2.053941989	-0.183213684	4.113200712	-1.816733846
ME2	-0.559740661	-0.572406434	-0.133739581	-0.515614733	-0.421950978	0.038569741	0.926402511	-0.18282158	-0.32308012	0.076159035	0.185391538	-1.812071795	0.081907958	-0.829889333	0.024784174	0.363095319	-0.276897394	1.072632997	-0.439352878	-1.994567657	1.654607698	1.517833227	-1.644271479	0.520916396	0.150065188	-0.288186584	-1.433050771	-0.095348705	0.518765212	-0.620781259	-0.005595698	0.703412029	0.456475373	-1.009399262	0.442402349	0.812465101	-1.023047563	0.921500142	-0.26541592	-1.315653333	1.954396398	0.926402511	0.102302155	2.975407196	-0.964197347	0.317257033	-0.510979852	0.579891412	0.157697798	0.930067713	0.540248757	-0.191818058	2.192105145	0.37646486	1.995441038	-0.284207044	-1.256336473	-0.950629106	0.663274555	-0.36233261	-1.440286715	1.120697903	0.007334354	-1.053683454	0.940571964	-0.668438717	1.201292498	0.61881495	1.036885186	-0.587051377	0.209227222	0.666587158	-1.308314878	0.497527752	0.195344767	1.341476097	1.521099855	-0.24440356	-0.306069649	0.264720518	-1.486722045	-0.848618723	-0.556191152	-0.698374411	-0.703902028	-0.773132841	-0.787490216	-0.631838537	-0.640039348	0.9415134	-0.631135565	-0.446004953	-0.110207304	0.394137512	0.143032719	0.286287704	0.069999756	-0.716063709	-3.218136939	-2.494893929	1.701197675	-1.619049963	-0.226794703	-0.468314366	1.311036145	0.256749548	1.552970048	-0.001828467	0.643302865	0.863421199	0.627689266	0.769583504	-0.327115311	2.007322873	1.047286219	-0.413009206	0.871957237	-0.776418406	-1.02367422
YAP1	-0.054442368	0.702302524	1.253036884	-0.064171901	0.004904205	-0.977686164	-0.379920533	-0.15304517	0.297871085	-0.890815503	2.027785086	0.148816736	-1.084319416	-2.39987785	-0.805718493	0.606263157	0.102834841	-0.547509404	-0.219830852	-1.899820841	1.236685902	-1.018324769	0.022292159	-2.206130114	1.051080944	0.885208411	0.004681362	0.782536018	-0.563295173	-0.327513399	1.028537904	0.535616751	-0.219340682	0.621416785	0.587601149	0.642703536	1.632467031	0.099607656	-0.979731555	0.193574804	-1.797223777	-0.379920533	-1.00517066	-1.09075239	0.096218002	0.201667125	-0.698658068	0.745615373	0.503487225	1.011231893	-0.327108789	1.589089962	-0.195104463	-1.056188072	-0.673598726	-0.229550795	1.240418159	0.38534809	-0.349967502	-0.767561616	0.723058784	0.386411334	-1.108118682	-1.111370243	-0.107307333	-0.000634014	1.233923881	0.511346518	-1.320576338	-0.039463427	0.232605078	0.365107083	-0.571029988	-0.798387771	-0.806964673	-1.523719566	-0.243185229	0.433934526	-1.415228919	0.250689834	-0.035616705	-1.915520988	1.118551163	-1.163916794	-0.215635507	0.396049152	2.370394748	1.303704124	-1.539909273	0.501999374	-1.226078939	1.09530832	1.030150824	0.685304747	-1.355054026	-0.041093799	0.265202937	0.224579077	0.219949301	0.034746759	-1.04545882	0.35366166	1.64796979	0.359980988	1.06002214	0.943589956	4.225862292	1.222953249	-0.507414416	0.348438279	-0.688270173	0.227730767	-0.895247645	0.273203075	0.390147397	0.095748727	-0.694368985	0.75423427	-1.436066401
PSIP1	0.215895936	-1.215031911	1.346906309	0.770082172	0.16451164	0.955123912	-1.011353814	-0.592559838	-2.015853172	-1.610740283	-0.244670336	-0.386772631	1.341469943	-2.390314081	1.109080406	-0.200475992	-1.596683847	-1.204557661	0.604118648	-0.899353396	-0.246729301	0.092018707	-0.03085958	-0.299882512	0.327846303	0.174266097	0.657621996	0.606015537	-0.246227703	-1.348708661	-0.125574766	-0.151855015	-1.233124573	0.508464728	0.575150361	-0.884925927	1.411237152	-1.064857035	-1.269927388	-1.271688018	0.380292626	-1.011353814	0.447630053	0.525316053	1.440431637	0.34394717	0.03924954	0.97145933	-0.220624683	-0.424631689	0.370383168	0.1403355	-1.237532473	1.087095985	1.182319836	0.686741054	0.97810481	-1.074686005	-1.131157393	-0.538247446	-1.39269581	-1.073575068	1.041360894	-0.424615682	-0.902983901	-1.158728753	-0.30625723	0.867598236	-0.8483354	1.122027048	0.884671543	-0.823461946	0.029800922	0.129416957	1.137591748	1.24498467	0.628167951	-1.736857858	-1.446405627	-1.036168808	0.460424988	-0.3038407	0.249248567	2.30378478	-0.286071039	0.24256498	-0.262468698	-0.227885944	0.129218347	0.07636512	-1.62255168	1.77680447	0.138650162	2.445913983	1.628898291	0.479110582	1.868959856	-0.313151882	0.675418706	-0.577033945	-0.446830768	1.020484308	-0.754338183	-0.128312347	-0.386121617	-0.585264251	-0.608603897	0.849858748	1.468273893	1.519531526	0.438979667	0.367466725	-0.544656993	-0.509921937	1.719328113	1.510776947	0.454402638	0.176878126	-1.659026912
BCAT1	0.096712835	1.49179884	0.100331472	0.20984238	-1.422128917	-1.086599589	0.039766219	-0.90292836	1.620590515	-0.343021744	1.266702332	0.364828568	3.231864103	-1.203758833	-0.223473644	0.565193911	1.488588728	-1.37280648	-0.989050826	0.696565072	-1.62099646	1.03882011	-0.082590737	-0.748223992	1.488323479	-0.314051849	-0.419588167	-0.052447781	-1.198584726	-1.420613997	1.941864398	-1.13204049	-0.831039893	1.125379889	-0.753598415	1.070231062	0.238105676	-0.94110007	-0.112310064	1.06571365	-1.219043935	0.039766219	1.241732105	-1.077873061	1.207867799	-0.380596504	-0.713898678	-0.534522527	-0.31111721	-0.844402066	-0.97064284	-0.569635414	-0.08263826	0.772810354	0.86814164	-1.128902512	1.206733253	-0.387510939	-0.780154025	-0.269705377	1.155437464	-0.91763415	1.228551383	-0.840305501	-0.172042582	-0.134152182	0.70751493	0.827330361	-0.698772832	0.20299032	0.038387035	1.211506067	-0.633919475	-1.552258425	-0.459777067	1.260622899	0.954025949	-0.266472337	-0.300032143	0.817622057	1.476858743	-0.997795281	1.550734812	1.274603922	-1.030167229	0.445609852	0.740163505	-0.821983753	-1.66036069	-0.182990961	-1.176518509	-0.612018006	-1.519932694	-0.310554584	-0.162907878	1.788841975	-0.176348834	-1.095068299	0.536197203	0.259047699	-1.363732383	-1.031778525	0.543858293	1.492345004	-0.199904681	-0.294265182	0.148261464	0.605721491	-1.186008148	-1.086161734	0.678148355	-0.208809996	0.060571961	-0.365361765	-1.005473084	1.911323744	-0.922627063	0.533995123	1.365144365
ACAT2	0.38708875	-1.858685149	0.226548106	-0.151966586	0.710795122	0.437303128	-0.927200781	-1.618442378	-0.12749046	0.56464545	-0.607464061	-0.799687997	-1.679796792	0.724167331	0.825014261	-0.731735219	0.492310541	1.152680739	-1.485638252	-0.803670006	-1.201673122	-0.136564883	-0.013881573	-0.680317434	0.143911191	-0.069751281	0.552567301	-0.635002066	-0.063383891	-1.168024591	-1.116140452	-0.791505198	-0.706380635	0.128469556	0.114879453	0.508313531	-0.865152186	0.342969838	-1.105319427	-1.114882511	2.18776646	-0.927200781	0.9688079	1.457734503	1.090373137	0.178298804	0.95379556	-0.572501152	-0.319366923	0.219531249	0.056767817	-0.010118964	0.946707299	1.388085269	0.585213785	1.000795511	0.025216675	-0.322922977	-0.075653775	-0.344072523	-0.740131819	-0.171753145	1.633863695	-0.237111331	0.307085004	0.499330997	-0.675454931	-0.093350591	0.045591557	-1.028579725	-0.299675229	0.943183739	-0.589330958	-1.236422258	-0.271202728	2.127659071	0.087787397	0.802510137	-1.182786874	1.449574694	0.535555975	-0.217926442	-0.655919083	-1.05570112	0.862003013	-1.91126633	0.448914752	-0.759107929	0.46841731	1.409115634	-2.471065223	0.782640138	0.240530398	1.133801797	1.914183818	0.319323563	2.122761699	-0.906657162	-1.63981656	-1.746075537	0.988174087	-0.744904161	-1.258798225	-0.184570648	-0.415876435	-0.543704326	-0.02544354	1.529751268	0.701887623	3.252302357	2.443008373	0.055782216	-1.040200375	0.202134449	0.721810107	-0.517504947	-0.785008564	0.006815426	-0.251420173
PEA15	-0.524447593	-0.050666537	0.757957051	0.284359712	1.088252647	1.023064372	-0.417054579	0.978219448	-0.30626557	0.828503995	0.566704851	0.44518868	-0.229428446	-0.95404422	0.388594111	-0.381883653	0.700031135	-0.9079143	-1.40404538	0.617627939	1.636101278	0.915889814	-2.501177806	2.479122211	0.885474983	-0.034447705	-0.475373626	2.132411806	1.131974962	0.861273182	-1.314076984	0.548021692	1.808137526	-0.817762157	-0.877341003	0.09473225	1.392367282	0.448451353	0.458741922	0.104320583	0.126051965	-0.417054579	0.851718757	0.302355756	0.434082536	-1.382504327	0.049604581	0.921807816	-0.11503451	-0.666046681	-0.778056083	-0.95420273	0.213549105	-0.054930133	0.238886757	0.057260522	-0.84407033	-0.210087072	0.131538881	0.951034076	-0.205678076	0.144826459	-0.958064454	0.624541868	2.081516678	-0.371528208	-0.036747912	0.055475015	0.410989703	-0.879830708	0.535967157	-0.11056059	1.395213968	1.036947276	-0.763853601	0.730921455	1.117801682	0.56933047	0.947628541	0.220304433	-0.678096834	0.937202207	0.830697072	1.095195325	-0.472390904	-1.562198955	-0.804494311	-0.633482401	-2.531675998	-1.011754381	-0.148414546	1.100076389	-1.250870016	0.572230412	0.422560501	-0.195807786	-0.661067773	-1.274344704	-0.314264804	0.324978864	-0.829663799	0.048787666	-2.638666903	-1.041555722	-0.6058017	-1.469318955	0.263465035	-1.700804869	-0.943115148	-2.655442101	-1.948905156	0.338653945	1.121539342	0.584000738	-0.538504854	1.199601693	-0.646001415	-1.309133251	1.356185553
ETHE1	0.915512096	-0.331264636	1.116911482	0.529286624	0.414639064	-1.059240238	-0.249778722	0.763103314	-0.477510393	1.44668619	-0.316586048	-0.621493815	1.037264828	1.647187764	-0.573513766	-0.831098479	2.962970619	-1.368503631	0.104333489	0.755191836	-1.982093007	-0.339037683	-0.10286514	0.484838258	0.360989352	0.505549108	0.32828974	0.535611027	-0.560166251	-0.877075365	0.147163106	-2.359223378	0.579416561	0.482633941	-0.608671675	-0.66240799	-0.864995911	-0.081173062	2.20968441	1.076277611	0.470914746	-0.249778722	0.296453252	-0.279475575	-0.685589329	0.744119327	2.445193568	-0.30040426	-0.795382849	0.241095818	-0.831887785	-0.007206343	-1.606228336	-0.757524202	-0.525903719	-1.254177741	-0.744004996	-0.708618013	-0.600422911	0.607376347	-0.148875191	1.611538349	0.26331346	1.676686586	1.357384169	-0.700083079	-0.900005556	-0.343554301	-0.714881987	-1.136005816	0.624952361	0.062197332	0.866560151	-0.10779095	-0.283579336	-0.638661783	0.733020343	-1.009832147	0.654628879	1.399168909	0.223311451	0.515158765	0.192318522	0.04435385	-0.352759056	-0.349492603	-0.836191164	-1.182589613	-0.266166167	-0.592839882	0.356461752	0.428535641	3.152959037	0.418752815	-1.151109045	-0.091987275	-0.846241207	-0.786933032	-2.892897643	-1.185054185	-0.886584808	-0.807579064	-0.338594404	0.796151481	1.736638303	0.720660438	-0.636538425	-0.993574825	-0.622643311	-0.86339026	1.058112843	-0.546064693	0.704855527	0.506649501	1.520344195	-0.205599534	-1.122140544	-0.304261224	1.394300599
IPO5	-0.686404994	0.279706302	1.259952028	0.762324581	-2.320377771	-1.052798041	-0.690231087	0.895314142	-0.76028053	1.147507524	-0.792761705	-0.966107983	-0.4138098	-0.380569096	-0.129899554	0.864234013	-0.36396091	0.690440008	-0.227412512	-0.945814606	0.293721022	0.505812929	0.750100294	-2.456464401	0.274740305	-0.035368911	-1.038001116	0.460689626	-0.787750728	-0.699450727	-1.077873343	0.605657717	-0.796825412	-1.55349808	-0.353939321	-0.141152541	-0.73466057	0.998572245	1.060013158	-0.179213314	0.132245957	-0.690231087	-1.266371338	-0.392473275	0.448367657	-0.600222845	-0.82904301	-0.70508876	-1.369116501	-1.706588488	0.332260547	0.203919047	1.080678778	-0.330762693	-0.357784147	-0.27191012	0.879267957	1.249519748	-0.647721339	-0.212498104	-0.351337696	-0.118336139	-1.235456316	1.282188044	-0.619572369	-0.198253874	1.657289982	-0.297235138	0.538837743	-0.778080316	0.542525084	0.247478501	-0.050847723	0.529369968	0.094602843	-0.646073473	-1.056137732	0.231270318	-0.897833267	0.720934522	0.538626483	0.797766172	-1.748519005	-1.233021978	-0.526586083	1.150375865	2.214661692	0.647107443	1.590494702	2.233755981	0.440045688	1.980823283	0.71611575	1.421759833	-0.914569305	0.300337531	0.069740808	1.556713691	-1.850643125	1.072070321	-0.320817493	-0.059728875	-1.866538873	-0.574829233	0.766339737	0.613754917	0.143184149	2.241077348	-0.818186652	2.519480195	-0.081911735	-1.459765674	-0.739151552	0.623708247	0.732552079	0.199440176	-0.275362082	1.69313223	1.022040947
FAH	-0.103824331	0.882655563	1.233103748	-0.689976256	-2.176687345	-0.036692999	0.612377709	-0.992350964	0.422139501	-1.37104922	0.738621271	0.471323999	-0.151868768	-0.380728494	-1.66427851	1.052677494	1.292657347	-2.520024399	-0.455389392	0.023865582	0.064493742	-0.897490625	-0.175933446	-0.245457615	1.206639055	1.037855483	0.808214816	-0.99457054	-1.77710765	-1.185892412	1.802338185	-1.050703201	0.002749907	-0.082177229	-0.068907933	0.120626143	0.283490656	-0.795314189	1.075558993	1.307147477	0.25238538	0.612377709	-0.234134935	-1.448210101	1.038941331	-0.798754532	-1.517431831	-0.66031799	0.505068481	2.314943556	-1.129895568	1.007637589	0.115994313	0.426450414	0.946628279	-1.171032077	0.112573522	-0.124667771	-1.719769919	0.065701521	1.307722189	-1.28818896	0.234733805	-1.587846147	0.353682644	-0.098564414	-0.435310099	-0.622889875	0.253650039	-0.60383988	-0.581173241	0.177739792	0.512559315	0.172093543	0.343843084	-0.113166253	0.561476324	1.400874777	-0.234616631	0.29522654	-0.277706716	-0.918023074	0.366531212	-0.142208898	-0.541016394	-0.051705734	-0.496724677	-1.638288788	-0.882437745	-0.970220911	2.435406284	-0.129660018	-0.533059413	-1.463755441	0.174359574	0.114449727	2.902329734	0.02609632	1.481487616	0.693037504	-0.304862146	0.736403846	0.1533238	0.549918063	1.172221789	-0.530400649	-0.727029091	1.384634771	-0.321152582	-1.279186582	2.532287009	-0.548826158	0.629129877	-0.828040872	-0.855697483	-0.801037791	0.924206433	1.021975995	0.982417419
