Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-24-1464-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
NUDT5	-1.478691613	-0.78532887	1.532914013	0.797986162	-0.342255755	1.868696216	1.23283708	-0.68830085	-0.425230426	0.110923886	-1.275903899	-0.907406927	0.005221583	0.953265147	-0.30870154	-0.355929256	0.450644521	-0.7056349	-0.494321367	-0.364460121	-0.592899057	-0.505901814	-0.399351044	0.96748385	0.130420934	-1.033336121	-0.119124541	0.211619517	-0.092968829	0.728098542	0.002585841	-0.398232018	-1.806665118	0.43855179	-0.211347192	-1.547514984	-0.112693252	-2.411358328	-1.713181614	-1.90899541	0.206660723	1.23283708	1.867947896	0.215634447	1.433099871	-0.001406563	1.424785392	0.595572408	-0.348431087	0.170011691	0.079070607	0.3530961	2.811406792	-0.952068886	1.747916094	1.743678523	0.118359529	0.08143195	-0.888499184	1.519447046	-0.281495424	-0.526066272	1.311237843	-0.421245696	0.215163486	-0.579703897	-0.421567256	0.176536256	0.264714558	0.319586461	0.222382627	0.232678078	-0.705493644	1.157687067	0.055263233	-0.786737865	-2.368213472	-1.01134298	-0.205953915	-0.908355538	1.153383548	0.70358291	0.121304284	0.018417069	0.689604261	-0.303237824	0.458952466	-0.049302923	-1.580571309	1.292642006	-1.19895691	1.054467004	-0.249250132	2.0705112	1.412466434	1.022801887	-0.510700212	-1.813912194	0.012413578	0.707868674	2.112113778	-1.71167278	-0.636775841	-0.237423451	-0.766278094	-1.046336365	-0.374643151	0.587034875	-0.098719726	1.211014817	0.10542758	-0.300292985	-1.91078208	-0.10013808	-0.248157204	0.487252144	1.20696161	-1.206500678	0.621959973
SMPDL3B	0.625158775	0.239458956	1.161218556	-0.321709158	-1.182572747	-0.330690849	-0.834272333	0.44157907	-0.051333774	-1.865649459	-1.156159647	-0.772085124	-0.460123091	0.765898724	0.803696261	1.269221885	0.232957546	-0.880008421	-0.137866397	-1.20433209	-0.837981399	0.078843505	-2.458517331	-0.784852113	-1.01495652	0.200663802	-0.844099706	-0.2262899	0.448615731	0.967452698	0.878264209	0.154450342	-0.448478048	0.219633405	0.124242902	-0.974754926	1.047996391	-0.569842664	-1.425678444	0.279864484	-1.327611742	-0.834272333	-0.491255696	2.215453218	0.910914675	0.107177907	1.123016337	0.226601764	0.510071568	0.479004571	-0.37849255	0.388711809	1.173242868	-1.489518461	-1.721830584	0.318756938	0.782061071	-0.005130343	2.041314201	1.611913383	1.136479921	-0.143814681	1.157177367	-0.128621381	-1.45411034	-1.056538992	0.898070249	0.744441276	-0.402339011	0.347876486	0.544058749	-0.305579338	0.219882114	-0.810336913	1.974263871	0.597349268	-0.686596215	0.046451183	-1.496852747	0.647464053	-0.225432815	1.051444008	0.046749784	1.085618584	1.232054779	-0.231205803	-0.527657492	1.201448435	-1.758333123	-0.880879779	-0.116208497	-0.199166939	1.421333356	1.602640396	0.015175927	0.037066599	1.124287756	1.081287117	1.492768057	-0.463759893	0.496841285	-3.116213151	-2.947522193	0.446185394	-0.093826901	-0.966960484	0.09827309	-1.064186394	-0.008393022	-0.365669639	1.095644663	0.855531282	-1.202317029	-1.109186255	-0.356301882	0.800507738	0.967381712	-0.618016675	0.597408454
NSF	-0.987674765	0.578708928	-0.234767309	0.935065632	0.094614088	0.715626332	-0.58815492	1.103122022	0.209528076	1.199352113	-1.485085606	-0.742386333	1.183453753	1.901230664	0.14243393	-1.22693644	1.510177226	1.068744506	0.79288385	-0.483825728	-0.287385309	2.218528863	2.214411727	1.030533869	0.118336724	-0.912750371	0.176831838	-0.016241477	0.977233076	0.737841272	-0.118592855	-1.149576072	0.12920392	-1.16292702	1.072691409	1.092052926	-0.975179601	-0.239151011	-0.495242333	-1.285290385	-0.206077533	-0.58815492	-0.935667259	-0.047052476	-1.260635061	-0.603362061	0.148102076	0.068000234	-0.03551376	-0.016928317	1.053795223	-0.300135495	1.329116591	0.167138463	-0.061990982	1.346240418	-2.53259884	0.625021908	2.125387719	-0.045324181	-0.903393873	0.785658915	0.070674843	-0.245431452	0.030199819	-1.073125787	-0.361472947	0.621753058	-0.020259198	-1.037243616	-0.176904769	0.212576893	-0.795245542	0.58391419	-0.329444742	-1.093480523	0.878521738	0.667416898	0.354622192	0.356594185	-0.550167304	-2.111319161	-0.897865696	-1.44287677	-0.294055404	-0.92936009	1.856503566	0.283910043	-1.112861395	-0.636542929	-2.37894076	-0.603563578	-0.073355312	-0.132266745	-1.334449178	1.171972655	0.223011095	1.915412551	-1.783929338	-1.870368579	2.014322834	-1.129925938	-0.3763723	0.809246659	-0.579280833	0.029294097	0.612258925	-0.451377854	0.444178585	1.512451124	1.530867132	1.03925422	-0.175496867	-0.599793957	-1.177554873	-0.926072984	0.18120261	-0.947948716	0.223301223
PAICS	-1.919026416	0.853826392	-0.176874823	1.523075974	-0.301916882	0.812372746	1.829726338	0.23233707	0.713473408	0.283327114	0.350950638	-0.292673278	-0.42875943	-1.537272666	-0.54420607	-0.2035818	0.06812252	0.037655569	1.631622931	0.914565309	0.781649001	-0.402609294	0.558876386	-0.123152526	-1.997642201	0.400754099	0.565934281	-1.614022586	-0.580043423	-0.272233734	-1.680474246	0.079564275	0.213322833	-0.448811843	0.447430756	-1.76666617	0.915235586	1.143259962	0.282684343	0.239391928	0.806638371	1.829726338	-0.282004991	-0.644951974	1.381324257	0.711546642	-1.705526733	-1.027799099	0.883783852	0.466673992	2.718663668	-0.514510758	0.889499807	-0.51793862	1.238951828	-1.057321493	1.132177315	-0.628796343	-2.64319802	0.220957708	2.502674385	-0.66157743	0.533218193	0.764855483	0.014840977	1.38433126	-0.507143257	-0.292006502	0.725318863	0.940989749	0.479798857	0.374092449	-1.580211106	-0.057727221	0.613633276	-0.841235697	-0.311112467	1.467183956	-0.571370909	-1.607468716	-0.788248164	0.014066884	0.931761727	0.782528756	-0.239137786	0.934993048	-1.145526246	-1.169209516	-1.462393135	0.717794307	0.204814853	-0.103422617	0.894252107	1.287024285	-0.226321343	0.063984542	0.503392325	-0.753263449	0.766286633	-1.327556857	-0.785228446	-1.253720247	0.375681808	0.836070289	0.176541194	-1.726206382	-1.339592396	0.916351748	0.507959077	2.133465531	-0.40565038	-1.028972197	-0.413704327	-0.285346482	-1.006468739	-0.089977342	-0.007124613	-0.958697141	0.599476476
SCARB2	0.331290069	0.989238164	0.734856682	-1.299117779	-0.983666815	1.214926616	-0.744428657	-1.066917099	-0.594297358	-1.402505643	0.925263896	-0.38952602	-0.285369552	-0.138233413	-0.339724548	-1.117585411	1.042712242	-1.98048136	-1.826545513	-0.692001902	0.747116548	0.963410279	-1.284238658	-0.185065448	-0.704109264	0.351898234	-1.504847497	0.018534099	-1.035705545	-0.053926959	1.178992437	0.783186182	0.099536512	-0.932671166	0.46324381	1.332891443	0.572745018	-0.432670646	0.002104766	0.083628707	-1.025481415	-0.744428657	-0.3711882	0.486950412	-1.201210665	-1.30859104	-0.653424572	1.933746368	0.845022179	-0.080601642	2.426769852	0.337500646	1.288901109	-0.778474791	-0.857195317	-0.397143452	0.250432341	0.292663602	0.022665943	1.858199073	0.082139094	1.991713906	0.060706633	-0.947347336	0.09725778	1.083841805	-0.758456241	0.831260102	-0.742911012	-0.206085212	-0.389715085	0.428917587	-0.753124837	-0.537662324	1.456914288	4.732773803	1.242382405	0.533332073	-0.266272032	-0.314893206	-0.883493324	-1.361087877	0.399931566	0.675513296	-0.546170493	0.30890287	-0.793399047	-0.623412688	-1.333886774	0.480832043	-0.374134939	-1.302444389	-0.183603301	0.701778209	0.226442005	0.213369459	1.045794566	-0.495749526	1.252106284	-0.908665209	0.081386419	-0.607363068	1.1197376	-0.52333837	-0.609099222	-0.753775428	0.63037194	0.100860064	0.647187856	0.136405401	2.380541702	-0.067372892	0.412888852	-0.364809897	-1.221900001	-0.400833136	0.764062639	-1.121113935	-0.715459328
ABHD14B	0.930808638	1.389127403	0.989853835	-0.764470887	0.506578742	-0.328885333	-0.024422996	1.318666636	0.708005252	1.394099381	0.799597801	0.953610685	0.129564436	0.396998981	-1.113118095	1.391227221	0.197745779	0.415040815	0.590545396	0.874822619	0.797806595	0.148501609	2.329343873	-1.231373267	1.664444825	1.049489503	0.168221936	-1.746434691	-0.590477487	-0.852368547	-1.044162074	0.358808188	-0.580261563	-1.264677743	0.738463147	0.24336848	-0.584995618	0.92300783	1.652973492	1.568094744	0.541171972	-0.024422996	-0.510900131	0.257370701	-0.359467393	1.134024046	-1.163793393	0.159547461	0.756701667	1.692369954	0.638844648	-0.725039194	-0.316395064	-0.671902816	0.398656041	0.97685944	1.155022239	0.08073289	-0.678587296	-0.176734377	1.644027867	-0.207318457	0.910519027	1.120782859	-0.162447972	-0.695723205	-0.001488087	-1.30635865	0.965816135	-0.759291833	-0.608702397	-0.601783359	0.113729342	-0.532322288	-0.869628695	-0.448899781	0.313021743	-0.68219101	0.131975925	-0.353125583	-0.360086121	-0.563586579	-1.623366122	-0.327463353	-0.357560561	1.915045274	-1.121320826	-1.074972343	-2.71566593	-1.023187836	0.827102227	-1.612029354	0.027033098	-1.374140786	-1.823135325	1.519831854	-0.248679574	1.063495071	-0.824876578	-0.278503976	-0.829340744	-0.204288536	-2.493611323	-0.149832728	-0.09800723	-1.109379689	-0.143605334	-1.58440755	-0.259456983	-2.21591739	-0.205866816	-0.840485689	1.100994864	-0.492894545	0.373704131	-0.936823217	1.458640833	0.91612889	1.123619201
2-Mar	-0.743753304	-0.43637391	0.01414081	1.140800761	-0.785599273	-0.669796691	-0.841046497	-1.485299774	0.031923807	-1.374090908	0.100010194	-2.508013115	0.033430108	-0.239056364	-1.037113063	0.376602623	0.434905842	-3.593422303	1.492188703	0.732107045	-0.067406884	-1.581650306	1.494174039	0.224318289	1.222674124	-2.216883729	0.789213541	-0.404041852	-0.548784291	-0.460267259	0.651974046	-0.204259443	0.680018028	0.05616284	0.368867934	0.819022947	0.124444845	1.338050353	1.077285425	1.644611371	-0.033182083	-0.841046497	-1.276750108	-1.149138867	-1.406613927	-0.154741895	-0.024754906	-0.006448949	-0.781557119	-0.31078034	-0.407840345	0.708317722	-0.465522941	-1.344570992	0.844121293	-0.823709514	0.503714546	-0.063041099	-0.950786573	-0.071633279	-1.554838053	-0.621967789	0.34590454	-0.273666039	-1.503332111	-0.365065201	-0.42314798	-0.416013714	0.426060186	-0.635371886	-0.704900707	0.544438729	-0.640278286	-1.153534052	0.298196025	-0.039631355	-1.602517776	0.494656863	1.262029856	0.29547825	0.469251802	0.637317765	-0.577782988	-1.00852071	-0.197693334	0.396064564	1.537366222	-0.021664597	0.418657817	1.31401996	1.65288034	1.533238001	0.708493964	-0.365945784	1.250209836	-1.036569169	1.00273477	1.655868427	-0.699075755	-0.877007035	1.178039119	1.004145352	0.600271893	0.834014601	0.38820668	0.511521867	-0.228048303	1.478133263	0.155679571	0.740182598	-0.095084437	-0.113095173	0.176820303	0.761325496	2.110532566	-0.581189334	-0.805182484	3.029103291	-0.703498951
GLDC	1.04153621	-0.145409364	0.7514429	-0.094106099	1.562130605	0.18184372	-0.770513143	0.870720886	0.168259943	-1.107661058	-0.770607876	0.954744928	0.658035255	0.122390675	2.418790336	-0.563613667	-0.003936729	1.369753581	0.697525759	-1.355859754	-1.005526826	-2.206629045	0.918285414	-0.120730048	-0.505376826	-0.978760893	1.064222758	0.786307094	0.93930124	1.259039135	0.716267777	0.485731106	0.574427035	1.152820634	0.734137287	0.222393948	0.398436558	-0.203505677	-0.527900549	-1.339624892	-0.611850474	-0.770513143	1.433361596	1.837137728	-0.798181628	-0.200808735	0.31399368	0.110757252	0.511903196	-2.204162528	-0.365156602	0.707410626	-0.518832632	-0.385068705	-0.936244039	1.459771015	-1.546106048	0.463214819	0.763848807	-0.649465899	-1.260534959	1.081241358	0.08577953	0.579141038	0.936625901	-1.310976146	-0.25135838	0.649789109	0.198490062	-0.35320221	0.653838876	-0.406061812	0.664730877	-0.445900692	0.799403786	-0.436434757	0.944762723	-1.481863036	-1.658148236	-0.396642506	0.524520543	0.408396423	-1.501869786	0.371086864	-0.74598468	0.95277152	0.123620117	-0.458904044	-0.486249099	-1.731115947	-0.176922828	0.157902149	1.810964307	0.751583082	-1.916306159	0.206468367	1.666150011	0.993370606	-1.018385266	0.513136033	-1.322723555	-0.232835882	-2.188855717	-0.608920163	-1.215156421	0.618044815	1.226320755	-0.389648442	1.043722857	0.447464304	1.394837783	0.111099002	-0.245469367	0.675622184	-1.730328733	-0.56954179	-1.378217045	-2.469360872	0.951386784
PGD	-0.110756573	-0.578211646	0.013904215	0.006485372	-0.438355557	-0.280435329	0.039180532	-0.958865191	0.228579669	1.000225588	-2.08660903	-1.094552627	-0.447268493	0.006092321	-0.828109892	-1.502650101	-0.418322306	1.417148964	0.464512226	-1.335453693	-1.956212973	0.674068735	0.528948615	0.702282985	-1.535020533	-0.501225771	-1.310203738	0.16082399	0.190096402	-1.738616143	0.143362653	1.203929468	-1.138831231	0.555194256	0.151071285	2.615818536	-0.512373784	1.642613404	-0.874656921	-0.985638596	-0.140019832	0.039180532	-1.123682888	-0.151989477	0.343324162	1.125464452	0.532567283	0.454657885	-0.781819365	0.595701093	-0.621906893	0.509452113	0.871787742	0.315873553	-0.137089752	-0.371524912	-1.122638591	-0.365742686	-0.371512438	-0.433638928	1.352419625	-0.372349462	1.386843286	-0.425250426	-0.354994021	0.013423881	-0.017708515	0.17634183	1.23798374	0.589476027	-0.567896387	-0.259788212	-0.649553821	-0.65080753	1.196881402	1.334647693	-1.587393136	1.775439294	-1.238793429	0.137579322	0.687041114	-1.50536707	-0.553030852	0.798219782	-1.256365959	-0.345321483	0.813749202	0.181024275	0.003177505	1.338527939	0.101722511	1.628882961	0.893755386	0.541197475	1.89209276	0.567312675	1.219164722	1.20610384	-1.022922676	-2.68483781	1.487256762	-1.042177398	1.786885168	-1.272484213	0.164875747	0.302357049	-0.066237843	2.230747812	-0.184041158	0.525117966	1.927412055	0.715928554	-1.334300394	-0.061540882	-0.122310446	0.451617904	-1.386890115	-0.137251741	-1.098367941
GRB7	0.00743544	0.474056411	-0.818235283	0.600588453	-0.253341883	-0.177872645	-1.432989074	-0.775878404	0.277192315	1.200118541	-0.460622445	0.172778168	1.838182944	0.807437573	0.398816809	-0.665181685	1.115103711	3.570471323	-1.121760956	-0.266953114	-0.458926422	0.639916161	-1.279401565	0.975242593	0.117626107	-0.445283226	0.294943668	0.039097096	1.261619157	1.504751644	0.319492504	1.173074941	0.917920656	1.899074587	0.28744599	0.407223139	0.34863477	-1.402092682	0.994344256	-0.785407738	-1.400437391	-1.432989074	-0.335174854	-1.007600955	-0.632203006	0.804437745	-0.368461022	1.112817064	-0.514919778	-0.223918678	0.284038296	-0.413802331	-0.849698785	0.093112507	-0.532639685	0.663640992	-0.472782305	0.500089353	1.016783536	0.192315396	-0.715772758	-0.15549371	-0.480693035	-0.50661755	-1.835097617	-0.971993633	-1.203316469	0.240009614	0.467673577	-0.978534383	3.890846123	-0.149292899	-0.369754752	0.168977612	1.110468215	0.169573367	0.171550629	-0.681316883	0.080419908	-0.628960134	0.558427841	0.030809223	-0.78340209	0.363956406	0.468925452	-0.427391089	-0.301608454	0.146235561	-1.854894042	-0.149013445	-0.870893292	-1.191338332	-0.908160748	1.515905451	-0.685852238	-0.029744604	-0.44899607	-0.453160051	0.910620556	-0.645366817	1.245781512	0.088192895	-3.512350797	-0.216640134	-1.546655536	-0.656591832	-0.492029667	-1.234877187	1.003695504	-0.482521599	0.839076225	0.55182117	-0.983035929	0.120013562	0.383193127	0.10263332	1.364148703	-0.623125872	1.959136074
C9orf64	0.24449802	-0.051867391	-0.413837883	0.786044426	-0.05114084	3.808831936	-0.240894287	-0.476682015	-0.319170719	-2.232164023	0.472429177	0.49790201	0.114544161	-0.324914072	0.839892097	1.138708351	-0.448218752	-2.562633791	0.447101143	1.318525525	0.218527876	0.247133428	1.919456071	0.530942713	-0.583872149	-1.511038399	0.447516902	0.184141907	-1.191216281	0.841190838	-0.207312463	0.555726963	-0.587938056	1.090936985	0.006192782	0.935402425	-0.297626077	0.413330255	0.717930912	-0.456274852	-0.307518421	-0.240894287	0.60438162	-1.135312692	0.867160831	0.568672604	-0.098224883	-0.211952485	0.24672197	-0.852247106	0.034485552	-0.232444391	0.147477634	-2.186878731	1.212893697	-0.296941963	0.828213186	-0.365005225	-0.064529199	-0.351325365	0.615305723	-1.948084907	0.174456987	-0.741785376	-0.93095724	-1.103479364	0.871382708	0.835780448	1.865806465	-0.640936083	-0.300136378	-0.682152466	-1.281600847	0.705105786	0.371985794	1.016475956	0.543190274	0.659183397	-1.285344365	0.053403596	-0.025538055	-1.617230914	-0.544356725	0.724844045	-0.959133168	0.886772086	1.001001274	-1.166815322	-0.549964101	-1.164872854	0.203415814	0.397873625	-0.739801983	-0.921942031	-0.046389064	0.912953301	2.040413493	0.940166692	-0.054642298	-2.241429946	-0.643796843	-0.381909397	-0.385153989	0.458925665	-0.040779488	-0.933097214	-0.608754045	2.279827965	1.387109456	1.166750624	-0.569460237	0.592975681	0.165909174	0.086371305	0.887652597	-0.592957423	1.062435976	-2.744671222	-0.772485619
UGDH	-1.070117963	0.390045149	-0.924406598	-0.890536745	-0.950954787	1.055526424	1.605094673	-0.011051278	1.802802791	-1.206733426	0.64748432	-0.549383498	-0.547860228	0.294494687	0.112715939	-0.077848235	1.546336195	-0.812190832	0.579267893	0.827900833	0.377444902	0.172258367	1.896445824	-0.222049606	-1.337708742	-0.377913249	-0.83798636	-0.939017946	1.411225483	-0.182546985	-0.600688548	-0.075685265	1.150908183	0.990815002	-1.599479677	0.544515755	0.759448819	0.053109918	-0.548589429	0.193662083	-0.023212531	1.605094673	0.510991021	-0.366499336	-0.458328174	-0.873286571	-0.491199883	-1.75652301	0.537613527	-1.012841184	-0.220750265	-1.283006723	-0.297919572	-1.501305504	0.265417005	-1.158635266	-0.000365341	0.126697445	1.166748814	0.158632556	0.658771074	-1.214589659	-1.122429397	0.395687038	0.161730414	-2.065673679	1.056332684	0.157186326	-0.044187517	1.501643601	-0.028214007	0.269527374	-1.19480591	-0.750398947	-0.160353765	-0.030917077	-0.216362937	-0.11348504	-0.044039548	0.764636068	-1.138679139	-1.115603826	-0.758143622	0.517546841	-0.953590053	1.013447866	-0.460782287	-0.499327694	4.978666112	0.5671214	-0.655948689	0.004333101	2.042631502	0.294880289	-0.596151949	1.149965644	-0.024777706	-1.258138327	0.421424968	-2.192459684	0.855234657	-0.790308689	2.648037405	0.725469848	-0.254212799	0.342834049	-0.582374776	0.821353878	0.628069393	-0.006756117	-0.278794857	-0.562464524	0.597925696	0.240309088	-0.8424578	0.954022145	-0.416428246	-0.194909726	1.062032327
PAK1	1.221091285	0.214489151	0.414599185	0.949149521	0.594359124	-1.223421375	-0.582124505	-0.811303471	-0.123146798	-0.243688095	-0.773393007	-0.433434537	-2.273334875	0.962092555	1.483700972	0.615075726	-0.721359471	-3.855396541	-0.477515647	-0.145512431	0.332990102	-0.170310869	0.719784615	0.742610139	0.107146031	0.279026389	0.878750572	1.266333323	-0.099542905	0.957518992	0.34887661	0.493363062	0.113836651	0.147205285	0.980746286	-0.092290872	-0.244788843	-0.513936361	-0.441735443	-0.097190027	-0.401454897	-0.582124505	0.54660424	-0.407374593	-0.548629389	0.094961394	-0.388686578	0.168813204	0.181504328	0.609331786	-0.28492293	1.00336145	0.957404937	-0.494516222	1.011675427	-0.340914323	-0.785470319	0.549582881	0.337884483	-0.164508616	-0.60611234	-0.148372339	-0.245944347	-1.620502718	-1.353316088	-0.861514239	0.248354016	-0.467001764	-0.740384793	0.265312829	-0.753263877	0.180648927	-1.024206861	-0.38786084	-0.422023774	0.839419238	-0.103157494	1.012183086	-1.209652422	0.259879336	-0.164569678	-1.864725995	0.808347883	-0.315848004	0.620409507	-0.382366203	0.89622296	0.020494727	-0.668414498	0.62591943	-2.388945006	0.139129645	0.942132188	0.346164917	0.481553041	-0.710474257	2.135135273	-0.533255459	0.876745829	-1.104458371	-0.585882186	-0.333787272	0.482660676	-0.508824596	-0.144291132	-0.9698657	-0.406391716	-0.522252878	-0.099749638	0.176657798	6.075936761	-0.337500954	0.055646534	0.306237402	1.475045814	-0.388511111	0.223768065	0.667544516	-0.104029837
LCP1	1.15899925	0.76611028	0.229233396	-0.709524836	-0.243648565	-0.648561977	-0.664852895	-0.594149296	-0.75272805	-0.653728793	-1.008010696	-0.209252187	0.151745255	0.302651462	-1.604450973	-0.235774784	-0.252007654	-1.009710127	-0.985010235	-1.451770025	-1.036511469	0.498457555	-1.428976729	-0.691441351	0.983161844	-0.939774288	1.408445322	1.223028204	-1.384185566	-1.090460404	0.874859322	0.272243802	-0.271834585	-1.408198341	0.834573327	-0.882265116	1.42679188	-0.61471675	1.117666748	1.52325806	0.167219682	-0.664852895	1.048561417	0.059374377	-0.475858741	0.533723407	-0.620645156	0.76825019	0.808451753	0.613790715	1.21343172	0.685413588	1.103698618	0.49928641	-0.902302188	0.645017054	-0.51498657	0.409075244	1.638422226	-0.397752164	-0.641146828	-0.427432266	1.775085778	-0.840968278	-0.985669118	-0.087643999	1.755272892	0.965795244	-0.28284176	1.241730936	0.016262191	0.737035306	-0.053419463	1.069932821	-0.669223036	0.346083448	-0.039824576	0.186878566	-0.873570823	1.296966818	0.455963126	0.688537844	-0.409609474	-1.58512318	-0.399172948	-0.826518142	0.108047177	-0.776439347	-1.130686324	-2.532175956	-0.361688808	0.358062946	-0.619720524	2.334348138	0.703970927	-2.287611932	-1.822594506	-1.052719018	-2.421367278	1.409594018	1.413560518	-0.387463276	0.598556058	1.029564178	1.55806213	-1.250887485	1.137056238	-0.905339958	0.083013056	0.231175214	0.294742108	-0.069182645	1.525536658	0.457790343	0.771400374	-1.609788248	1.358853773	0.378259906	-0.853395613
UFL1	-1.641762357	-0.45949663	0.697102225	-0.652197972	-0.911063499	-0.352989244	0.821535233	-0.964453034	-0.66334426	-1.91224127	0.34249855	-1.23857973	-0.754946678	0.982836586	-0.584124838	1.768078071	0.425730442	0.435179413	-1.734094934	2.367185532	0.414707531	-0.803619474	-0.098018424	-1.012931082	0.976181262	-0.165953011	0.835539456	-1.44037035	-0.944512692	-0.135186082	-0.96652006	0.711631038	-0.480142589	1.521246157	-1.878743269	0.014188325	1.143475436	-1.413635987	1.194064957	0.981567913	-0.608605996	0.821535233	0.777039166	-0.589618333	0.290060954	-1.425369276	0.510853617	-1.03645812	0.240510883	-0.545055279	-0.041421909	-1.348775218	1.445015664	-0.545718306	-0.200215844	-0.022850286	-0.616195527	0.563232207	0.337842522	0.837912471	-0.668584104	-2.048823406	1.452479195	-0.181924977	0.874718728	1.393315839	0.607881365	-0.16055187	-0.216067883	1.376937674	-0.808614069	-0.544071032	-2.238042633	1.194990153	0.928309716	1.294770443	-0.466789417	0.349103069	-0.310779717	-0.374036767	1.169775508	-1.392357302	-0.831093677	0.399436863	1.037465012	-0.808477321	1.060779685	-0.079935138	0.0837607	1.004687065	-1.20396606	-1.44514335	-0.459869821	0.240082278	-0.150092037	0.687766994	0.806978078	0.488736249	1.425470518	0.309819647	1.943636989	-0.887887208	0.436510108	2.064513404	0.472789298	-0.310388671	-0.80726889	-0.130025223	0.568544392	1.60199704	0.08689982	1.249554283	-1.055300123	0.694106015	-0.339841322	0.11251066	1.266284741	-0.428878044	-0.458440024
